time,x,y,y_vel,x_vel,yaw,yawrate,steering_angle
1.73,0,0,0,0,90,-0,-0.1849330118717
1.74,0,0,0,0,90,-0,-0.1849330118717
1.75,0,0,0,0,90,-0,-0.1849330118717
1.76,0,0,0,0,90,-0,-0.1849330118717
1.77,0,0,0,0,90,-0,-0.1849330118717
1.78,0,0,0,0,90,-0,-0.1849330118717
1.79,0,0,0,0,90,-0,-0.1849330118717
1.8,0,0,0,0,90,-0,-0.1849330118717
1.81,0,0,0,0,90,-0,-0.1849330118717
1.82,0,0,0,0,90,-0,-0.1849330118717
1.83,0,0,0,0,90,-0,-0.1849330118717
1.84,0,0,0,0,90,-0,-0.1849330118717
1.85,0,0,0,0,90,-0,-0.1849330118717
1.86,0,0,0,0,90,-0,-0.1849330118717
1.87,0,0,0,0,90,-0,-0.1849330118717
1.88,0,0,0,0,90,-0,-0.1849330118717
1.89,0,0,0,0,90,-0,-0.1849330118717
1.9,0,0,0,0,90,-0,-0.1849330118717
1.91,0,0,0,0,90,-0,-0.1849330118717
1.92,0,0,0,0,90,-0,-0.1849330118717
1.93,0,0,0,0,90,-0,-0.1849330118717
1.94,0,0,0,0,90,-0,-0.1849330118717
1.95,0,0,0,0,90,-0,-0.1849330118717
1.96,0,0,0,0,90,-0,-0.1849330118717
1.97,0,0,0,0,90,-0,-0.1849330118717
1.98,0,0,0,0,90,-0,-0.1849330118717
1.99,0,0,0,0,90,-0,-0.1849330118717
2,0,0,0,0,90,-0,-0.1849330118717
2.01,0,0,0,0,90,-0,-0.1849330118717
2.02,0,0,0,0,90,-0,-0.1849330118717
2.03,0,0,0,0,90,-0,-0.1849330118717
2.04,0,0,0,0,90,-0,-0.1849330118717
2.05,0,0,0,0,90,-0,-0.1849330118717
2.06,0,0,0,0,90,-0,-0.1849330118717
2.07,0,0,0,0,90,-0,-0.1849330118717
2.08,0,0,0,0,90,-0,-0.1849330118717
2.09,0,0,0,0,90,-0,-0.1849330118717
2.1,0,0,0,0,90,-0,-0.1849330118717
2.11,0,0,0,0,90,-0,-0.1849330118717
2.12,0,0,0,0,90,-0,-0.1849330118717
2.13,0,0,0,0,90,-0,-0.1849330118717
2.14,0,0,0,0,90,-0,-0.1849330118717
2.15,0,0,0,0,90,-0,-0.1849330118717
2.16,0,0,0,0,90,-0,-0.1849330118717
2.17,0,0,0,0,90,-0,-0.1849330118717
2.18,0,0,0,0,90,-0,-0.1849330118717
2.19,0,0,0,0,90,-0,-0.1849330118717
2.2,0,0,0,0,90,-0,-0.1849330118717
2.21,0,0,0,0,90,-0,-0.1849330118717
2.22,0,0,0,0,90,-0,-0.1849330118717
2.23,0,0,0,0,90,-0,-0.1849330118717
2.24,0,0,0,0,90,-0,-0.1849330118717
2.25,0,0,0,0,90,-0,-0.1849330118717
2.26,0,0,0,0,90,-0,-0.1849330118717
2.27,0,0,0,0,90,-0,-0.1849330118717
2.28,0,0,0,0,90,-0,-0.1849330118717
2.29,0,0,0,0,90,-0,-0.1849330118717
2.3,0,0,0,0,90,-0,-0.1849330118717
2.31,0,0,0,0,90,-0,-0.1849330118717
2.32,0,0,0,0,90,-0,-0.1849330118717
2.33,0,0,0,0,90,-0,-0.1849330118717
2.34,0,0,0,0,90,-0,-0.1849330118717
2.35,0,0,0,0,90,-0,-0.1849330118717
2.36,0,0,0,0,90,-0,-0.1849330118717
2.37,0,0,0,0,90,-0,-0.1849330118717
2.38,0,0,0,0,90,-0,-0.1849330118717
2.39,0,0,0,0,90,-0,-0.1849330118717
2.4,0,0,0,0,90,-0,-0.1849330118717
2.41,0,0,0,0,90,-0,-0.1849330118717
2.42,0,0,0,0,90,-0,-0.1849330118717
2.43,0,0,0,0,90,-0,-0.1849330118717
2.44,0,0,0,0,90,-0,-0.1849330118717
2.45,0,0,0,0,90,-0,-0.1849330118717
2.46,0,0,0,0,90,-0,-0.1849330118717
2.47,0,0,0,0,90,-0,-0.1849330118717
2.48,0,0,0,0,90,-0,-0.1849330118717
2.49,0,0,0,0,90,-0,-0.1849330118717
2.5,0,0,0,0,90,-0,-0.1849330118717
2.51,0,0,0,0,90,-0,-0.1849330118717
2.52,0,0,0,0,90,-0,-0.1849330118717
2.53,0,0,0,0,90,-0,-0.1849330118717
2.54,0,0,0,0,90,-0,-0.1849330118717
2.55,0,0,0,0,90,-0,-0.1849330118717
2.56,0,0,0,0,90,-0,-0.1849330118717
2.57,0,0,0,0,90,-0,-0.1849330118717
2.58,0,0,0,0,90,-0,-0.1849330118717
2.59,0,0,0,0,90,-0,-0.1849330118717
2.6,0,0,0,0,90,-0,-0.1849330118717
2.61,0,0,0,0,90,-0,-0.1849330118717
2.62,0,0,0,0,90,-0,-0.1849330118717
2.63,0,0,0,0,90,-0,-0.1849330118717
2.64,0,0,0,0,90,-0,-0.1849330118717
2.65,0,0,0,0,90,-0,-0.1849330118717
2.66,0,0,0,0,90,-0,-0.1849330118717
2.67,0,0,0,0,90,-0,-0.1849330118717
2.68,0,0,0,0,90,-0,-0.1849330118717
2.69,0,0,0,0,90,-0,-0.1849330118717
2.7,0,0,0,0,90,-0,-0.1849330118717
2.71,0,0,0,0,90,-0,-0.1849330118717
2.72,0,0,0,0,90,-0,-0.1849330118717
2.73,0,0,0,0,90,-0,-0.1849330118717
2.74,0,0,0,0,90,-0,-0.1849330118717
2.75,0,0,0,0,90,-0,-0.1849330118717
2.76,0,0,0,0,90,-0,-0.1849330118717
2.77,0,0,0,0,90,-0,-0.1849330118717
2.78,0,0,0,0,90,-0,-0.1849330118717
2.79,0,0,0,0,90,-0,-0.1849330118717
2.8,0,0,0,0,90,-0,-0.1849330118717
2.81,0,0,0,0,90,-0,-0.1849330118717
2.82,0,0,0,0,90,-0,-0.1849330118717
2.83,0,0,0,0,90,-0,-0.1849330118717
2.84,0,0,0,0,90,-0,-0.1849330118717
2.85,0,0,0,0,90,-0,-0.1849330118717
2.86,0,0,0,0,90,-0,-0.1849330118717
2.87,0,0,0,0,90,-0,-0.1849330118717
2.88,0,0,0,0,90,-0,-0.1849330118717
2.89,0,0,0,0,90,-0,-0.1849330118717
2.9,0,0,0,0,90,-0,-0.1849330118717
2.91,0,0,0,0,90,-0,-0.1849330118717
2.92,0,0,0,0,90,-0,-0.1849330118717
2.93,0,0,0,0,90,-0,-0.1849330118717
2.94,0,0,0,0,90,-0,-0.1849330118717
2.95,0,0,0,0,90,-0,-0.1849330118717
2.96,0,0,0,0,90,-0,-0.1849330118717
2.97,0,0,0,0,90,-0,-0.1849330118717
2.98,0,0,0,0,90,-0,-0.1849330118717
2.99,0,0,0,0,90,-0,-0.1849330118717
3,0,0,0,0,90,-0,-0.1849330118717
3.01,0,0,0,0,90,-0,-0.1849330118717
3.02,0,0,0,0,90,-0,-0.1849330118717
3.03,0,0,0,0,90,-0,-0.1849330118717
3.04,0,0,0,0,90,-0,-0.1849330118717
3.05,0,0,0,0,90,-0,-0.1849330118717
3.06,0,0,0,0,90,-0,-0.1849330118717
3.07,0,0,0,0,90,-0,-0.1849330118717
3.08,0,0,0,0,90,-0,-0.1849330118717
3.09,0,0,0,0,90,-0,-0.1849330118717
3.1,0,0,0,0,90,-0,-0.1849330118717
3.11,0,0,0,0,90,-0,-0.1849330118717
3.12,0,0,0,0,90,-0,-0.1849330118717
3.13,0,0,0,0,90,-0,-0.1849330118717
3.14,0,0,0,0,90,-0,-0.1849330118717
3.15,0,0,0,0,90,-0,-0.1849330118717
3.16,0,0,0,0,90,-0,-0.1849330118717
3.17,0,0,0,0,90,-0,-0.1849330118717
3.18,0,0,0,0,90,-0,-0.1849330118717
3.19,0,0,0,0,90,-0,-0.1849330118717
3.2,0,0,0,0,90,-0,-0.1849330118717
3.21,0,0,0,0,90,-0,-0.1849330118717
3.22,0,0,0,0,90,-0,-0.1849330118717
3.23,0,0,0,0,90,-0,-0.1849330118717
3.24,0,0,0,0,90,-0,-0.1849330118717
3.25,0,0,0,0,90,-0,-0.1849330118717
3.26,0,0,0,0,90,-0,-0.1849330118717
3.27,0,0,0,0,90,-0,-0.1849330118717
3.28,0,0,0,0,90,-0,-0.1849330118717
3.29,0,0,0,0,90,-0,-0.1849330118717
3.3,0,0,0,0,90,-0,-0.1849330118717
3.31,0,0,0,0,90,-0,-0.1849330118717
3.32,0,0,0,0,90,-0,-0.1849330118717
3.33,0,0,0,0,90,-0,-0.1849330118717
3.34,0,0,0,0,90,-0,-0.1849330118717
3.35,0,0,0,0,90,-0,-0.1849330118717
3.36,0,0,0,0,90,0,-0.1849330118717
3.37,3.07250856970684e-07,-9.05534628962602e-11,8.45802362294164e-05,-2.49288110571167e-08,90.0000000124721,3.43352632382654e-06,-0.1849330118717
3.38,1.98172831800093e-06,-5.84165833271643e-10,0.000259924112169724,-7.66332906651472e-08,90.0000000804604,1.05554087653028e-05,-0.1849330118717
3.39,5.77838308865664e-06,-1.70385294534514e-09,0.000513452469737665,-1.51461922266684e-07,90.0000002346874,2.08631012907058e-05,-0.1849330118717
3.4,1.24417673802301e-05,-3.67036151588548e-09,0.000826664111165912,-2.44067469764439e-07,90.0000005055641,3.36204912379142e-05,-0.1849330118717
3.41,2.27044698743309e-05,-6.70230817494252e-09,0.00125114375995368,-3.69824164113751e-07,90.0000009232075,5.09452551285748e-05,-0.1849330118717
3.42,3.77963448192647e-05,-1.1167345901472e-08,0.00177915424299322,-5.26785615913602e-07,90.0000015382539,7.25692935134547e-05,-0.1849330118717
3.43,5.87313469904412e-05,-1.73736719708331e-08,0.00243410694049477,-7.22315232187413e-07,90.0000023931341,9.95056025309498e-05,-0.1849330118717
3.44,8.68284272150792e-05,-2.57251916014117e-08,0.00319807168614471,-9.51851278064028e-07,90.0000035434197,0.000131122703827329,-0.1849330118717
3.45,0.000122816200392692,-3.64600614207006e-08,0.00400083544970613,-1.19546216496609e-06,90.0000050217867,0.000164669493562507,-0.1849330118717
3.46,0.000166886025327169,-4.9664704084785e-08,0.00481640240275383,-1.44615277587091e-06,90.000006839924,0.000199174435185322,-0.1849330118717
3.47,0.000219332630975776,-6.54642164602633e-08,0.00568061641418379,-1.71523069711811e-06,90.0000090147231,0.000236183891394913,-0.1849330118717
3.48,0.000280656559413203,-8.40506285438149e-08,0.00659363777214711,-2.00364942836562e-06,90.0000115721414,0.000275813848988709,-0.1849330118717
3.49,0.000351238202212387,-1.0559308145978e-07,0.00752396779133753,-2.30303509797267e-06,90.0000145347585,0.000316891632217063,-0.1849330118717
3.5,0.000431153928664277,-1.30177347750092e-07,0.00845991380700788,-2.61067874597028e-06,90.0000179134553,0.000359022496726348,-0.1849330118717
3.51,0.000520636424081868,-1.57945278202849e-07,0.00944244237659453,-2.93949820201565e-06,90.0000217265349,0.00040395796091999,-0.1849330118717
3.52,0.000620160410148883,-1.89114347684868e-07,0.0104735063966791,-3.29113329763631e-06,90.0000260024033,0.000451886994683836,-0.1849330118717
3.53,0.000730238840654676,-2.23939814393652e-07,0.0115222874925973,-3.65765372172073e-06,90.0000307740038,0.000501670424789624,-0.1849330118717
3.54,0.000850624366415314,-2.62429718620459e-07,0.0125769977793811,-4.03600436018108e-06,90.0000360402383,0.000552848420626674,-0.1849330118717
3.55,0.00098178047347022,-3.04858043775228e-07,0.0136336383262562,-4.42607477528451e-06,90.0000418352926,0.000605343437690944,-0.1849330118717
3.56,0.0011232981801317,-3.51187773364362e-07,0.0146906366716536,-4.82750199023718e-06,90.0000481510185,0.000659061477704645,-0.1849330118717
3.57,0.00127557653489465,-4.01691958023401e-07,0.0157474632737044,-5.24102841762601e-06,90.0000550200169,0.000714028680227156,-0.1849330118717
3.58,0.0014382463077656,-4.56350803587634e-07,0.0168039407578595,-5.66655724313774e-06,90.0000624354071,0.000770179903937261,-0.1849330118717
3.59,0.00161170663299464,-5.15456883042322e-07,0.0178599960751878,-6.10483333232349e-06,90.0000704305921,0.000827525215206509,-0.1849330118717
3.6,0.0017954449140464,-5.78927013705106e-07,0.018915634415747,-6.55544703649699e-06,90.000078989346,0.000885959989064722,-0.1849330118717
3.61,0.00198994659312168,-6.47103436276074e-07,0.0199708348127613,-7.01909743398003e-06,90.0000881495488,0.000945468692685053,-0.1849330118717
3.62,0.00219486024368305,-7.19966292670024e-07,0.0210256139733072,-7.49538073801609e-06,90.0000979018102,0.00100593432127623,-0.1849330118717
3.63,0.00241043127473301,-7.97763146175907e-07,0.0220799649705765,-7.9845232004734e-06,90.0001082696898,0.00106727927077599,-0.1849330118717
3.64,0.00263645795362442,-8.8054091883677e-07,0.0231338984577014,-8.48609642354432e-06,90.000119250174,0.00112936500205577,-0.1849330118717
3.65,0.00287369964166839,-9.68806917675964e-07,0.0241873860499025,-9.00068833700985e-06,90.0001308953548,0.00119209820818953,-0.1849330118717
3.66,0.00312020413733035,-1.06170679078867e-06,0.0252405063583821,-9.52573621641647e-06,90.0001430939372,0.00125525217502791,-0.1849330118717
3.67,0.00337827361061654,-1.16052970587523e-06,0.0262931690791996,-1.00633214452301e-05,90.000155988105,0.0013187569817627,-0.1849330118717
3.68,0.00364606602570871,-1.26444690320829e-06,0.0273454476714346,-1.06109085717141e-05,90.0001694695883,0.00138239453943472,-0.1849330118717
3.69,0.00392563374433561,-1.37466735616779e-06,0.0283972614807423,-1.11698142626559e-05,90.0001836631483,0.0014459789624135,-0.1849330118717
3.7,0.00421401006882358,-1.48969362464622e-06,0.0294487277976199,-1.17365418834795e-05,90.000198388455,0.00150936196978245,-0.1849330118717
3.71,0.00451389061846472,-1.61109219373256e-06,0.0304997403926821,-1.23126407520329e-05,90.0002138051866,0.00157228840540547,-0.1849330118717
3.72,0.00482400325631252,-1.73825584628057e-06,0.0315503495036152,-1.289607324522e-05,90.0002298317268,0.00163459280782072,-0.1849330118717
3.73,0.00514497667124011,-1.87162338357763e-06,0.0326005303431112,-1.3486206167543e-05,90.0002464981216,0.00169602067494705,-0.1849330118717
3.74,0.00547601221483843,-2.01080992011339e-06,0.0336503143722696,-1.40814070843305e-05,90.000263747837,0.00175642417093751,-0.1849330118717
3.75,0.00581841779674529,-2.15663512131711e-06,0.0346996499451265,-1.46809995492808e-05,90.0002816438421,0.00181543977888425,-0.1849330118717
3.76,0.00617000366693423,-2.30785735945888e-06,0.0357486233796038,-1.52831575802061e-05,90.0003000512536,0.00187317755937346,-0.1849330118717
3.77,0.0065327363990847,-2.46567030390549e-06,0.0367971570195044,-1.58870664120377e-05,90.0003190639117,0.00192915876527671,-0.1849330118717
3.78,0.00690594509953181,-2.62970182008951e-06,0.037845277237185,-1.64911306071901e-05,90.0003386267385,0.00198328165458274,-0.1849330118717
3.79,0.0072896474961489,-2.79996986675979e-06,0.0388929832378101,-1.70939284602118e-05,90.0003587213876,0.00203536358292848,-0.1849330118717
3.8,0.00768380304749594,-2.9764437557059e-06,0.0399402765248745,-1.76940204512915e-05,90.0003793248758,0.00208524721916672,-0.1849330118717
3.81,0.00808863348252751,-3.15918810734598e-06,0.0410322240293326,-1.83033235754805e-05,90.0004004248801,0.00213456808304241,-0.1849330118717
3.82,0.00850460419524393,-3.34828004910106e-06,0.0421723148052149,-1.89215196863715e-05,90.0004220139334,0.00218321732171562,-0.1849330118717
3.83,0.00893212915359914,-3.54382461085058e-06,0.0433300435325349,-1.95379735478456e-05,90.000444081581,0.00222971721230137,-0.1849330118717
3.84,0.00937122468027331,-3.7457379008137e-06,0.0444938987990064,-2.01476359808232e-05,90.0004665991462,0.00227346642250542,-0.1849330118717
3.85,0.0098221967012485,-3.9540553189271e-06,0.0457048370100796,-2.07607364509517e-05,90.0004895477804,0.0023159290005017,-0.1849330118717
3.86,0.0102854810360953,-4.16877648470651e-06,0.0469647044169806,-2.13760869169132e-05,90.0005129128587,0.00235694243580263,-0.1849330118717
3.87,0.0107616396780836,-4.39000426415096e-06,0.0482425715072232,-2.19823101557318e-05,90.000536679202,0.00239499881550327,-0.1849330118717
3.88,0.0112503512178624,-4.61741989011864e-06,0.0495265399225279,-2.25744879809061e-05,90.0005608019265,0.00242965146784415,-0.1849330118717
3.89,0.0117524060370749,-4.85118565203896e-06,0.0509026562256749,-2.31753502030811e-05,90.0005852698816,0.00246409624657196,-0.1849330118717
3.9,0.0122687179668919,-5.09135800404419e-06,0.0523763152478443,-2.37839948986384e-05,90.0006100820531,0.00249812156836148,-0.1849330118717
3.91,0.0128002238521601,-5.33803422558898e-06,0.05393098486976,-2.43924244437295e-05,90.0006352279067,0.00253066726029328,-0.1849330118717
3.92,0.0133475363741342,-5.59114297989723e-06,0.0555468527336892,-2.49919633696892e-05,90.0006606867159,0.00256064546999957,-0.1849330118717
3.93,0.0139113799052831,-5.85065382727282e-06,0.0572301482427013,-2.5581142282246e-05,90.0006864323049,0.00258806051275237,-0.1849330118717
3.94,0.0144923243015792,-6.11643145022556e-06,0.0589698289746329,-2.61536544806223e-05,90.0007124370541,0.00261225775766644,-0.1849330118717
3.95,0.0150910035029097,-6.38834533150863e-06,0.0607749748158843,-2.67089054062146e-05,90.0007386678547,0.00263347040791667,-0.1849330118717
3.96,0.0157080071992536,-6.66621109462035e-06,0.0626358289970835,-2.72408908541782e-05,90.0007650945666,0.00265116707785636,-0.1849330118717
3.97,0.0163439125311188,-6.94981151683119e-06,0.0645168714360828,-2.77361313271907e-05,90.0007916754946,0.00266396441170418,-0.1849330118717
3.98,0.0169983658067818,-7.23863621864822e-06,0.0664047145911656,-2.81902026395162e-05,90.0008183578326,0.00267180508705952,-0.1849330118717
3.99,0.0176719285477907,-7.53241672563986e-06,0.0682946830698383,-2.85996313211558e-05,90.0008450949021,0.00267482469072777,-0.1849330118717
4,0.0183642602195553,-7.83063452176554e-06,0.0701849307894852,-2.89644331532653e-05,90.0008718403035,0.00267357220174064,-0.1849330118717
4.01,0.0190758787834605,-8.13295857997123e-06,0.07207479491133,-2.92835031126159e-05,90.0008985520832,0.00266850045722616,-0.1849330118717
4.02,0.0198057539891063,-8.43876506983313e-06,0.0739640710417881,-2.9560002272106e-05,90.0009251993316,0.00266035471433117,-0.1849330118717
4.03,0.0205552151951684,-8.7479409301757e-06,0.0759427637448236,-2.98180828209769e-05,90.00095176273,0.00265284972795182,-0.1849330118717
4.04,0.0213249199699989,-9.06030491664306e-06,0.078017857218031,-3.00579200334587e-05,90.0009782575095,0.00264586477100782,-0.1849330118717
4.05,0.0221156384660896,-9.37561581520318e-06,0.0801282779832874,-3.02605504825704e-05,90.0010046736079,0.00263697082459422,-0.1849330118717
4.06,0.022927525265624,-9.69348229286677e-06,0.0822510682976657,-3.04209740800149e-05,90.0010309890673,0.00262573873583779,-0.1849330118717
4.07,0.0237610494613071,-1.0013604248239e-05,0.0844679959103566,-3.05642896891115e-05,90.001057193437,0.00261573154940821,-0.1849330118717
